article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc,text_to_embed,image_url
0515833008,0515833,Rally 2-p,304,Underwear Tights,Socks & Tights,1010013,Other pattern,51,Light Pink,1,Dusty Light,4,Pink,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit tights in a soft cotton blend with an elasticated waist.,Rally 2-p Underwear Tights Socks & Tights Other pattern Light Pink Dusty Light Pink Kids Girl S&T Children Sizes 92-140 Baby/Children Girls Underwear & Basics Socks and Tights Fine-knit tights in a soft cotton blend with an elasticated waist.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/051/0515833008.jpg
0811960005,0811960,Fancy tights 2-p,304,Underwear Tights,Socks & Tights,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6541,Baby Socks,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1021,Socks and Tights,"Tights in a soft, fine-knit cotton blend with an elasticated waist.","Fancy tights 2-p Underwear Tights Socks & Tights All over pattern Light Pink Dusty Light Pink Baby Socks Baby Sizes 50-98 Baby/Children Baby Essentials & Complements Socks and Tights Tights in a soft, fine-knit cotton blend with an elasticated waist.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/081/0811960005.jpg
0704658007,0704658,Shaftless fancy 5p,302,Socks,Socks & Tights,1010001,All over pattern,10,White,3,Light,9,White,6541,Baby Socks,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1021,Socks and Tights,Fine-knit socks in a soft cotton blend with elasticated tops.,Shaftless fancy 5p Socks Socks & Tights All over pattern White Light White Baby Socks Baby Sizes 50-98 Baby/Children Baby Essentials & Complements Socks and Tights Fine-knit socks in a soft cotton blend with elasticated tops.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/070/0704658007.jpg
0682618002,0682618,Wilda 2-p org cotton tights,304,Underwear Tights,Socks & Tights,1010013,Other pattern,51,Light Pink,3,Light,4,Pink,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,"Tights in a soft, rib-knit cotton blend with an elasticated waist. The cotton content of the tights is recycled.","Wilda 2-p org cotton tights Underwear Tights Socks & Tights Other pattern Light Pink Light Pink Kids Girl S&T Children Sizes 92-140 Baby/Children Girls Underwear & Basics Socks and Tights Tights in a soft, rib-knit cotton blend with an elasticated waist. The cotton content of the tights is recycled.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/068/0682618002.jpg
0288859017,0288859,Kakan 2PACK tights BG,304,Underwear Tights,Socks & Tights,1010016,Solid,09,Black,4,Dark,5,Black,7931,Young Girl S&T,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,"Tights in a soft, cable-knit cotton blend with an elasticated waist.","Kakan 2PACK tights BG Underwear Tights Socks & Tights Solid Black Dark Black Young Girl S&T Children Sizes 134-170 Baby/Children Girls Underwear & Basics Socks and Tights Tights in a soft, cable-knit cotton blend with an elasticated waist.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/028/0288859017.jpg
0499802020,0499802,Eivor 7p shaftless,302,Socks,Socks & Tights,1010013,Other pattern,07,Grey,1,Dusty Light,12,Grey,7921,Kids Girl S&T,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1021,Socks and Tights,Fine-knit trainer socks in a soft cotton blend with elasticated tops.,Eivor 7p shaftless Socks Socks & Tights Other pattern Grey Dusty Light Grey Kids Girl S&T Children Sizes 92-140 Baby/Children Girls Underwear & Basics Socks and Tights Fine-knit trainer socks in a soft cotton blend with elasticated tops.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/049/0499802020.jpg
0573658004,0573658,AYLA SWIMSUIT,57,Swimsuit,Swimwear,1010006,Dot,72,Blue,3,Light,2,Blue,4310,Kids Girl Swimwear,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1018,Swimwear,Fully lined patterned swimsuit with crossover shoulder straps and frills at the front that continue over the shoulders.,"AYLA SWIMSUIT Swimsuit Swimwear Dot Blue Light Blue Kids Girl Swimwear Children Accessories, Swimwear Baby/Children Kids Accessories, Swimwear & D Swimwear Fully lined patterned swimsuit with crossover shoulder straps and frills at the front that continue over the shoulders.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/057/0573658004.jpg
0686401001,0686401,SW Tennis swimtrunks,59,Swimwear bottom,Swimwear,1010014,Placement print,42,Red,5,Bright,18,Red,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,Swim shorts with an elasticated drawstring waist and contrasting colour trims. Soft mesh inner shorts.,SW Tennis swimtrunks Swimwear bottom Swimwear Placement print Red Bright Red Baby Toys/Acc Baby Sizes 50-98 Baby/Children Baby Essentials & Complements Accessories Swim shorts with an elasticated drawstring waist and contrasting colour trims. Soft mesh inner shorts.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/068/0686401001.jpg
0840198002,0840198,SW Riviera UV set,57,Swimsuit,Swimwear,1010001,All over pattern,93,Dark Green,4,Dark,19,Green,2950,Baby Toys/Acc,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1019,Accessories,"Swim trousers and top in UV-protective fabric. Top with short raglan sleeves and a small collar. Trousers with an elasticated, drawstring waist and lined front. UPF 50.","SW Riviera UV set Swimsuit Swimwear All over pattern Dark Green Dark Green Baby Toys/Acc Baby Sizes 50-98 Baby/Children Baby Essentials & Complements Accessories Swim trousers and top in UV-protective fabric. Top with short raglan sleeves and a small collar. Trousers with an elasticated, drawstring waist and lined front. UPF 50.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/084/0840198002.jpg
0605557001,0605557,Sofia Bikini,299,Swimwear set,Swimwear,1010017,Stripe,72,Blue,3,Light,2,Blue,4320,Young Girl Swimwear,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1018,Swimwear,Fully lined printed bikini. Top with frilled narrow shoulder straps and decorative gathers at the front.,"Sofia Bikini Swimwear set Swimwear Stripe Blue Light Blue Young Girl Swimwear Children Accessories, Swimwear Baby/Children Kids Accessories, Swimwear & D Swimwear Fully lined printed bikini. Top with frilled narrow shoulder straps and decorative gathers at the front.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/060/0605557001.jpg
0744243002,0744243,MIMIE swim suit,57,Swimsuit,Swimwear,1010001,All over pattern,33,Dark Orange,4,Dark,11,Beige,6557,Baby Exclusive,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1006,Woven/Jersey/Knitted mix Baby,"Baby Exclusive. Fully lined, textured, patterned swimsuit.","MIMIE swim suit Swimsuit Swimwear All over pattern Dark Orange Dark Beige Baby Exclusive Baby Sizes 50-98 Baby/Children Baby Essentials & Complements Woven/Jersey/Knitted mix Baby Baby Exclusive. Fully lined, textured, patterned swimsuit.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/074/0744243002.jpg
0871392001,0871392,SB 3-pack trunks,59,Swimwear bottom,Swimwear,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,4210,Kids Boy Swimwear,J,"Children Accessories, Swimwear",4,Baby/Children,43,"Kids Accessories, Swimwear & D",1018,Swimwear,"Swimming trunks with an elasticated, drawstring waist and lined front.","SB 3-pack trunks Swimwear bottom Swimwear Solid Dark Blue Dark Blue Kids Boy Swimwear Children Accessories, Swimwear Baby/Children Kids Accessories, Swimwear & D Swimwear Swimming trunks with an elasticated, drawstring waist and lined front.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/087/0871392001.jpg
0482031032,0482031,SIVAN PRINTED SHORTTOP 2-pack,307,Kids Underwear top,Underwear,1010010,Melange,07,Grey,1,Dusty Light,12,Grey,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Crop tops in soft cotton jersey with narrow adjustable shoulder straps.,"SIVAN PRINTED SHORTTOP 2-pack Kids Underwear top Underwear Melange Grey Dusty Light Grey Young Girl UW/NW Children Sizes 134-170 Baby/Children Girls Underwear & Basics Under-, Nightwear Crop tops in soft cotton jersey with narrow adjustable shoulder straps.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/048/0482031032.jpg
0577294002,0577294,Stina 5-p,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,91,Light Green,1,Dusty Light,19,Green,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear","Boxer briefs in soft, printed cotton jersey with an elasticated waist and lined gusset.","Stina 5-p Underwear bottom Underwear Mixed solid/pattern Light Green Dusty Light Green Young Girl UW/NW Children Sizes 134-170 Baby/Children Girls Underwear & Basics Under-, Nightwear Boxer briefs in soft, printed cotton jersey with an elasticated waist and lined gusset.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/057/0577294002.jpg
0701985005,0701985,SIVAN 3-p fancy shorttop,307,Kids Underwear top,Underwear,1010016,Solid,09,Black,4,Dark,5,Black,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear","Soft jersey tops with narrow, adjustable shoulder straps and an elasticated hem.","SIVAN 3-p fancy shorttop Kids Underwear top Underwear Solid Black Dark Black Young Girl UW/NW Children Sizes 134-170 Baby/Children Girls Underwear & Basics Under-, Nightwear Soft jersey tops with narrow, adjustable shoulder straps and an elasticated hem.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/070/0701985005.jpg
0767126014,0767126,Niko Fancy boxer SB 5-p,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,82,Turquoise,1,Dusty Light,7,Turquoise,4215,Kids Boy UW/NW,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1017,"Under-, Nightwear","Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front.","Niko Fancy boxer SB 5-p Underwear bottom Underwear Mixed solid/pattern Turquoise Dusty Light Turquoise Kids Boy UW/NW Children Sizes 92-140 Baby/Children Boys Underwear & Basics Under-, Nightwear Boxer shorts in cotton jersey with short legs, an elasticated waist and lined front.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/076/0767126014.jpg
0608069040,0608069,NOORA 3-p fancy hipster,286,Underwear bottom,Underwear,1010016,Solid,07,Grey,1,Dusty Light,12,Grey,7932,Young Girl UW/NW,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Hipster briefs in cotton jersey with a lined gusset.,"NOORA 3-p fancy hipster Underwear bottom Underwear Solid Grey Dusty Light Grey Young Girl UW/NW Children Sizes 134-170 Baby/Children Girls Underwear & Basics Under-, Nightwear Hipster briefs in cotton jersey with a lined gusset.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/060/0608069040.jpg
0688916023,0688916,ROSIE 5-p boxer,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,71,Light Blue,3,Light,2,Blue,7922,Kids Girl UW/NW,H,Children Sizes 92-140,4,Baby/Children,79,Girls Underwear & Basics,1017,"Under-, Nightwear",Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.,"ROSIE 5-p boxer Underwear bottom Underwear Mixed solid/pattern Light Blue Light Blue Kids Girl UW/NW Children Sizes 92-140 Baby/Children Girls Underwear & Basics Under-, Nightwear Cotton jersey boxer briefs in various designs with an elasticated waist and lined gusset.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/068/0688916023.jpg
0657719002,0657719,Sleepbag Padded,49,Sleeping sack,Underwear/nightwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Padded sleep bag in soft, patterned cotton jersey with a press-stud on one shoulder and zip at one side. Jersey lining. The sleep bag is designed for indoor use only.","Sleepbag Padded Sleeping sack Underwear/nightwear All over pattern Dark Blue Dark Blue Baby Nightwear Baby Sizes 50-98 Baby/Children Baby Essentials & Complements Under-, Nightwear Padded sleep bag in soft, patterned cotton jersey with a press-stud on one shoulder and zip at one side. Jersey lining. The sleep bag is designed for indoor use only.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/065/0657719002.jpg
0810737010,0810737,Sleepbag Padded,49,Sleeping sack,Underwear/nightwear,1010001,All over pattern,51,Light Pink,1,Dusty Light,4,Pink,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Padded sleep bag in soft, patterned cotton jersey with a press-stud on one shoulder and zip at one side. Jersey lining. The sleep bag is designed for indoor use only.","Sleepbag Padded Sleeping sack Underwear/nightwear All over pattern Light Pink Dusty Light Pink Baby Nightwear Baby Sizes 50-98 Baby/Children Baby Essentials & Complements Under-, Nightwear Padded sleep bag in soft, patterned cotton jersey with a press-stud on one shoulder and zip at one side. Jersey lining. The sleep bag is designed for indoor use only.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/081/0810737010.jpg
0810737009,0810737,Sleepbag Padded,49,Sleeping sack,Underwear/nightwear,1010001,All over pattern,10,White,3,Light,9,White,6563,Baby Nightwear,G,Baby Sizes 50-98,4,Baby/Children,44,Baby Essentials & Complements,1017,"Under-, Nightwear","Padded sleep bag in soft, patterned cotton jersey with a press-stud on one shoulder and zip at one side. Jersey lining. The sleep bag is designed for indoor use only.","Sleepbag Padded Sleeping sack Underwear/nightwear All over pattern White Light White Baby Nightwear Baby Sizes 50-98 Baby/Children Baby Essentials & Complements Under-, Nightwear Padded sleep bag in soft, patterned cotton jersey with a press-stud on one shoulder and zip at one side. Jersey lining. The sleep bag is designed for indoor use only.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/081/0810737009.jpg
0865913003,0865913,Doris,-1,Unknown,Unknown,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,6555,Baby Girl Woven,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1006,Woven/Jersey/Knitted mix Baby,"Dress in an airy, patterned cotton weave with flutter sleeves and buttons at the back. Gathered seam at the waist and a flared skirt. Soft cotton lining at the top.","Doris Unknown Unknown All over pattern Dark Blue Dark Blue Baby Girl Woven Baby Sizes 50-98 Baby/Children Baby Girl Woven/Jersey/Knitted mix Baby Dress in an airy, patterned cotton weave with flutter sleeves and buttons at the back. Gathered seam at the waist and a flared skirt. Soft cotton lining at the top.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/086/0865913003.jpg
0711048010,0711048,Baby Rib Dress,-1,Unknown,Unknown,1010016,Solid,09,Black,4,Dark,5,Black,7930,Young Girl Jersey Basic,I,Children Sizes 134-170,4,Baby/Children,79,Girls Underwear & Basics,1002,Jersey Basic,"Dress in soft, organic cotton jersey with an elasticated drawstring waist and short sleeves.","Baby Rib Dress Unknown Unknown Solid Black Dark Black Young Girl Jersey Basic Children Sizes 134-170 Baby/Children Girls Underwear & Basics Jersey Basic Dress in soft, organic cotton jersey with an elasticated drawstring waist and short sleeves.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/071/0711048010.jpg
0865913001,0865913,Doris,-1,Unknown,Unknown,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,6555,Baby Girl Woven,G,Baby Sizes 50-98,4,Baby/Children,40,Baby Girl,1006,Woven/Jersey/Knitted mix Baby,"Dress in an airy, patterned cotton weave with flutter sleeves and buttons at the back. Gathered seam at the waist and a flared skirt. Soft cotton lining at the top.","Doris Unknown Unknown All over pattern Off White Dusty Light White Baby Girl Woven Baby Sizes 50-98 Baby/Children Baby Girl Woven/Jersey/Knitted mix Baby Dress in an airy, patterned cotton weave with flutter sleeves and buttons at the back. Gathered seam at the waist and a flared skirt. Soft cotton lining at the top.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/086/0865913001.jpg
0721798001,0721798,Himla shopper,66,Bag,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Shopper in supple, grained imitation leather with two metal ring handles at the top and an adjustable shoulder strap with metal carabiner hooks at both ends. One inner compartment. The upper section of the shopper can be folded down so the bag can be carried as a shoulder bag. Lined. Size 6.5x30x35 cm.","Himla shopper Bag Accessories Solid Black Dark Black Bags Divided Divided Divided Accessories Accessories Shopper in supple, grained imitation leather with two metal ring handles at the top and an adjustable shoulder strap with metal carabiner hooks at both ends. One inner compartment. The upper section of the shopper can be folded down so the bag can be carried as a shoulder bag. Lined. Size 6.5x30x35 cm.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/072/0721798001.jpg
0782489001,0782489,Lova small bag,66,Bag,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Small shoulder bag in imitation suede and imitation leather with a metal chain shoulder strap, flap with a magnetic fastener, one inner compartment and one outer compartment. Lined. Size 5x15.5x20 cm.","Lova small bag Bag Accessories Solid Black Dark Black Bags Divided Divided Divided Accessories Accessories Small shoulder bag in imitation suede and imitation leather with a metal chain shoulder strap, flap with a magnetic fastener, one inner compartment and one outer compartment. Lined. Size 5x15.5x20 cm.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/078/0782489001.jpg
0646756002,0646756,Sunny sunglasses,81,Sunglasses,Accessories,1010016,Solid,13,Beige,2,Medium Dusty,1,Mole,3946,Small Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Sunglasses with plastic frames and UV-protective, tinted lenses.","Sunny sunglasses Sunglasses Accessories Solid Beige Medium Dusty Mole Small Accessories Divided Divided Divided Accessories Accessories Sunglasses with plastic frames and UV-protective, tinted lenses.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/064/0646756002.jpg
0661652002,0661652,LUREX scrunchie,78,Other accessories,Accessories,1010009,Glittering/Metallic,05,Gold,5,Bright,15,Metal,3946,Small Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Elasticated scrunchies in woven fabric containing glittery threads.,LUREX scrunchie Other accessories Accessories Glittering/Metallic Gold Bright Metal Small Accessories Divided Divided Divided Accessories Accessories Elasticated scrunchies in woven fabric containing glittery threads.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/066/0661652002.jpg
0762896017,0762896,STELLA PRINTED,80,Scarf,Accessories,1010022,Jacquard,73,Dark Blue,5,Bright,2,Blue,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Scarf in a soft jacquard weave with fringes on the short sides.,STELLA PRINTED Scarf Accessories Jacquard Dark Blue Bright Blue Knit & Woven Divided Divided Divided Accessories Accessories Scarf in a soft jacquard weave with fringes on the short sides.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/076/0762896017.jpg
0682237004,0682237,SOELLA SHOPPER,66,Bag,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Spacious shopper in soft imitation leather with two handles and a magnetic fastener at the top. Narrow, adjustable shoulder strap. Size 12.5x28x29 cm.","SOELLA SHOPPER Bag Accessories Solid Black Dark Black Bags Divided Divided Divided Accessories Accessories Spacious shopper in soft imitation leather with two handles and a magnetic fastener at the top. Narrow, adjustable shoulder strap. Size 12.5x28x29 cm.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/068/0682237004.jpg
0560783010,0560783,Polly pencil case,66,Bag,Accessories,1010016,Solid,61,Light Purple,1,Dusty Light,6,Lilac Purple,3948,Other Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Pencil case with a zip at the top. Lined. Size 5x6x20 cm.,Polly pencil case Bag Accessories Solid Light Purple Dusty Light Lilac Purple Other Accessories Divided Divided Divided Accessories Accessories Pencil case with a zip at the top. Lined. Size 5x6x20 cm.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/056/0560783010.jpg
0798901009,0798901,SCRUNCHIE 2p,74,Hair/alice band,Accessories,1010026,Other structure,52,Pink,2,Medium Dusty,4,Pink,3946,Small Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Hair elastics in a crêpe weave.,SCRUNCHIE 2p Hair/alice band Accessories Other structure Pink Medium Dusty Pink Small Accessories Divided Divided Divided Accessories Accessories Hair elastics in a crêpe weave.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/079/0798901009.jpg
0682261002,0682261,SALLY BEANIE,75,Hat/beanie,Accessories,1010016,Solid,22,Yellow,7,Medium,8,Yellow,3945,Knit & Woven,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Hat in a soft rib knit with a sewn-in turn-up at the hem.,SALLY BEANIE Hat/beanie Accessories Solid Yellow Medium Yellow Knit & Woven Divided Divided Divided Accessories Accessories Hat in a soft rib knit with a sewn-in turn-up at the hem.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/068/0682261002.jpg
0753475025,0753475,MINDY SHOPPER,477,Weekend/Gym bag,Bags,1010002,Application/3D,09,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,"Small weekend bag in woven fabric with a zip and two handles at the top, an adjustable shoulder strap and a zipped inner compartment. Lined. Size 12x35x42 cm.","MINDY SHOPPER Weekend/Gym bag Bags Application/3D Black Dark Black Bags Divided Divided Divided Accessories Accessories Small weekend bag in woven fabric with a zip and two handles at the top, an adjustable shoulder strap and a zipped inner compartment. Lined. Size 12x35x42 cm.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/075/0753475025.jpg
0765308002,0765308,Taylor shopper,475,Tote bag,Bags,1010016,Solid,09,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Large shopper in imitation leather with two handles and a concealed magnetic fastener at the top. One zipped inner compartment. Size 13x40x40 cm.,Taylor shopper Tote bag Bags Solid Black Dark Black Bags Divided Divided Divided Accessories Accessories Large shopper in imitation leather with two handles and a concealed magnetic fastener at the top. One zipped inner compartment. Size 13x40x40 cm.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/076/0765308002.jpg
0633152012,0633152,Selena shopper (1),475,Tote bag,Bags,1010016,Solid,09,Black,4,Dark,5,Black,3944,Bags,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Shopper in grained imitation leather with imitation suede inside and two handles at the top. Unlined. Size 16x28x38 cm.,Selena shopper (1) Tote bag Bags Solid Black Dark Black Bags Divided Divided Divided Accessories Accessories Shopper in grained imitation leather with imitation suede inside and two handles at the top. Unlined. Size 16x28x38 cm.,https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/063/0633152012.jpg
0599074003,0599074,Piper shirt dress W,265,Dress,Garment Full body,1010017,Stripe,09,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies,"Short dress in a crêpe weave with a collar and buttons down the front. Gently dropped shoulders, long sleeves with buttoned cuffs, and slits in the sides. Unlined.","Piper shirt dress W Dress Garment Full body Stripe Black Dark Black Dresses Divided Divided Divided Collection Dresses Ladies Short dress in a crêpe weave with a collar and buttons down the front. Gently dropped shoulders, long sleeves with buttoned cuffs, and slits in the sides. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/059/0599074003.jpg
0706509005,0706509,Wendy Bodycon Dress,265,Dress,Garment Full body,1010010,Melange,07,Grey,1,Dusty Light,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Short, fitted dress in soft jersey with a round neckline and long sleeves.","Wendy Bodycon Dress Dress Garment Full body Melange Grey Dusty Light Grey Basic 1 Divided Divided Divided Basics Jersey Basic Short, fitted dress in soft jersey with a round neckline and long sleeves.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/070/0706509005.jpg
0708722002,0708722,EQ IVY Jumpsuit,267,Jumpsuit/Playsuit,Garment Full body,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,1352,Equatorial,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Playsuit in a viscose weave with a V-neck, narrow, adjustable shoulder straps, elasticated seam at the waist, diagonal side pockets and short legs.","EQ IVY Jumpsuit Jumpsuit/Playsuit Garment Full body All over pattern Off White Dusty Light White Equatorial Divided Divided Divided Projects Unknown Playsuit in a viscose weave with a V-neck, narrow, adjustable shoulder straps, elasticated seam at the waist, diagonal side pockets and short legs.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/070/0708722002.jpg
0870970001,0870970,Zabrina midi dress,265,Dress,Garment Full body,1010016,Solid,09,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,"Fitted, sleeveless calf-length dress in ribbed jersey.","Zabrina midi dress Dress Garment Full body Solid Black Dark Black Basic 1 Divided Divided Divided Basics Jersey Basic Fitted, sleeveless calf-length dress in ribbed jersey.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/087/0870970001.jpg
0750961001,0750961,RR 41 3/4 Side stripe dress,265,Dress,Garment Full body,1010016,Solid,09,Black,4,Dark,5,Black,4092,Read & React,D,Divided,2,Divided,50,Divided Projects,1001,Unknown,"Short dress in stretch jersey with a small stand-up collar, long sleeves and stripes down the sides.","RR 41 3/4 Side stripe dress Dress Garment Full body Solid Black Dark Black Read & React Divided Divided Divided Projects Unknown Short dress in stretch jersey with a small stand-up collar, long sleeves and stripes down the sides.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/075/0750961001.jpg
0736983001,0736983,Coco dress,265,Dress,Garment Full body,1010016,Solid,09,Black,4,Dark,5,Black,5961,Dresses DS,D,Divided,2,Divided,58,Divided Selected,1013,Dresses Ladies,"Maxi dress in woven fabric with a V-neck, sewn-in wrapover at the front and seam under the bust. Narrow, adjustable shoulder straps and a concealed zip at the back. Unlined.","Coco dress Dress Garment Full body Solid Black Dark Black Dresses DS Divided Divided Divided Selected Dresses Ladies Maxi dress in woven fabric with a V-neck, sewn-in wrapover at the front and seam under the bust. Narrow, adjustable shoulder straps and a concealed zip at the back. Unlined.",https://qdrant-nextjs-demo-product-images.s3.us-east-1.amazonaws.com/images/073/0736983001.jpg
